index,name,rank,generation,evolves_from,type1,type2,hp,atk,def,spatk,spdef,speed,total,height,weight,abilities,desc
944,shroodle,ordinary,generation-ix,nothing,poison,normal,40,65,35,40,35,75,290,2,7,unburden pickpocket prankster ,"Though usually a mellow Pokémon, it will sink its sharp, poison-soaked front teeth into any that anger it, causing paralysis in the object of its ire."
945,grafaiai,ordinary,generation-ix,shroodle,poison,normal,63,95,65,80,72,110,485,7,272,unburden poison-touch prankster ,The color of the poisonous saliva depends on what the Pokémon eats. Grafaiai covers its fingers in its saliva and draws patterns on trees in forests.
946,bramblin,ordinary,generation-ix,nothing,grass,ghost,40,65,30,45,35,60,275,6,6,wind-rider infiltrator ,A soul unable to move on to the afterlife was blown around by the wind until it got tangled up with dried grass and became a Pokémon.
947,brambleghast,ordinary,generation-ix,bramblin,grass,ghost,55,115,70,80,70,90,480,12,60,wind-rider infiltrator ,"It will open the branches of its head to envelop its prey. Once it absorbs all the life energy it needs, it expels the prey and discards it."
948,toedscool,ordinary,generation-ix,nothing,ground,grass,40,40,35,50,100,70,335,9,330,mycelium-might mycelium-might ,Toedscool lives in muggy forests. The flaps that fall from its body are chewy and very delicious.
949,toedscruel,ordinary,generation-ix,toedscool,ground,grass,80,70,65,80,120,100,515,19,580,mycelium-might mycelium-might ,These Pokémon gather into groups and form colonies deep within forests. They absolutely hate it when strangers approach.
950,klawf,ordinary,generation-ix,nothing,rock,None,70,100,115,35,55,75,450,13,790,anger-shell shell-armor regenerator ,"Klawf hangs upside-down from cliffs, waiting for prey. But Klawf can’t remain in this position for long because its blood rushes to its head."
951,capsakid,ordinary,generation-ix,nothing,grass,None,50,62,40,62,40,50,304,3,30,chlorophyll insomnia klutz ,"The more sunlight this Pokémon bathes in, the more spicy chemicals are produced by its body, and thus the spicier its moves become."
952,scovillain,ordinary,generation-ix,capsakid,grass,fire,65,108,65,108,65,75,486,9,150,chlorophyll insomnia moody ,The red head converts spicy chemicals into fire energy and blasts the surrounding area with a super spicy stream of flame.
953,rellor,ordinary,generation-ix,nothing,bug,None,41,50,60,31,58,30,270,2,10,compound-eyes shed-skin ,This Pokémon creates a mud ball by mixing sand and dirt with psychic energy. It treasures its mud ball more than its own life.
954,rabsca,ordinary,generation-ix,rellor,bug,psychic,75,50,85,115,100,45,470,3,35,synchronize telepathy ,"The body that supports the ball barely moves. Therefore, it is thought that the true body of this Pokémon is actually inside the ball."
955,flittle,ordinary,generation-ix,nothing,psychic,None,30,35,30,55,30,75,255,2,15,anticipation frisk speed-boost ,Flittle’s toes levitate about half an inch above the ground because of the psychic power emitted from the frills on the Pokémon’s belly.
956,espathra,ordinary,generation-ix,flittle,psychic,None,95,60,60,101,60,105,481,19,900,opportunist frisk speed-boost ,"It immobilizes opponents by bathing them in psychic power from its large eyes. Despite its appearance, it has a vicious temperament."
957,tinkatink,ordinary,generation-ix,nothing,fairy,steel,50,45,45,35,64,58,297,4,89,mold-breaker own-tempo pickpocket ,"It swings its handmade hammer around to protect itself, but the hammer is often stolen by Pokémon that eat metal."
958,tinkatuff,ordinary,generation-ix,tinkatink,fairy,steel,65,55,55,45,82,78,380,7,591,mold-breaker own-tempo pickpocket ,"This Pokémon will attack groups of Pawniard and Bisharp, gathering metal from them in order to create a large and sturdy hammer."
959,tinkaton,ordinary,generation-ix,tinkatuff,fairy,steel,85,75,77,70,105,94,506,7,1128,mold-breaker own-tempo pickpocket ,"This intelligent Pokémon has a very daring disposition. It knocks rocks into the sky with its hammer, aiming for flying Corviknight."
960,wiglett,ordinary,generation-ix,nothing,water,None,10,55,25,35,25,95,245,12,18,gooey rattled sand-veil ,This Pokémon can pick up the scent of a Veluza just over 65 feet away and will hide itself in the sand.
961,wugtrio,ordinary,generation-ix,wiglett,water,None,35,100,50,50,70,120,425,12,54,gooey rattled sand-veil ,"It has a vicious temperament, contrary to what its appearance may suggest. It wraps its long bodies around prey, then drags the prey into its den."
962,bombirdier,ordinary,generation-ix,nothing,flying,dark,70,103,85,60,85,82,485,15,429,big-pecks keen-eye rocky-payload ,"It gathers things up in an apron made from shed feathers added to the Pokémon’s chest feathers, then drops those things from high places for fun."
963,finizen,ordinary,generation-ix,nothing,water,None,70,45,40,45,40,75,315,13,602,water-veil water-veil ,It likes playing with others of its kind using the water ring on its tail. It uses ultrasonic waves to sense the emotions of other living creatures.
964,palafin,ordinary,generation-ix,finizen,water,None,100,70,72,53,62,100,457,13,602,zero-to-hero zero-to-hero ,This Pokémon changes its appearance if it hears its allies calling for help. Palafin will never show anybody its moment of transformation.
965,varoom,ordinary,generation-ix,nothing,steel,poison,45,70,63,30,45,47,300,10,350,overcoat slow-start ,It is said that this Pokémon was born when an unknown poison Pokémon entered and inspirited an engine left at a scrap-processing factory.
966,revavroom,ordinary,generation-ix,varoom,steel,poison,80,119,90,54,67,90,500,18,1200,overcoat filter ,It creates a gas out of poison and minerals from rocks. It then detonates the gas in its cylinders—now numbering eight—to generate energy.
967,cyclizar,ordinary,generation-ix,nothing,dragon,normal,70,95,65,85,65,121,501,16,630,shed-skin regenerator ,"Apparently Cyclizar has been allowing people to ride on its back since ancient times. Depictions of this have been found in 10,000-year-old murals."
968,orthworm,ordinary,generation-ix,nothing,steel,None,70,85,145,60,55,65,480,25,3100,earth-eater sand-veil ,"When attacked, this Pokémon will wield the tendrils on its body like fists and pelt the opponent with a storm of punches."
969,glimmet,ordinary,generation-ix,nothing,rock,poison,48,35,42,105,60,60,350,7,80,toxic-debris corrosion ,It absorbs nutrients from cave walls. The petals it wears are made of crystallized poison.
970,glimmora,ordinary,generation-ix,glimmet,rock,poison,83,55,90,130,81,86,525,15,450,toxic-debris corrosion ,"When this Pokémon detects danger, it will open up its crystalline petals and fire beams from its conical body."
971,greavard,ordinary,generation-ix,nothing,ghost,None,50,61,60,30,55,34,290,6,350,pickup fluffy ,It is said that a dog Pokémon that died in the wild without ever interacting with a human was reborn as this Pokémon.
972,houndstone,ordinary,generation-ix,greavard,ghost,None,72,101,100,50,97,68,488,20,150,sand-rush fluffy ,"Houndstone spends most of its time sleeping in graveyards. Among all the dog Pokémon, this one is most loyal to its master."
973,flamigo,ordinary,generation-ix,nothing,flying,fighting,82,115,74,75,64,90,500,16,370,scrappy tangled-feet costar ,This Pokémon apparently ties the base of its neck into a knot so that energy stored in its belly does not escape from its beak.
974,cetoddle,ordinary,generation-ix,nothing,ice,None,108,68,45,30,40,43,334,12,450,thick-fat snow-cloak sheer-force ,This species left the ocean and began living on land a very long time ago. It seems to be closely related to Wailmer.
975,cetitan,ordinary,generation-ix,cetoddle,ice,None,170,113,65,45,55,73,521,45,7000,thick-fat slush-rush sheer-force ,"This Pokémon wanders around snowy, icy areas. It protects its body with powerful muscles and a thick layer of fat under its skin."
976,veluza,ordinary,generation-ix,nothing,water,psychic,90,102,73,78,65,70,478,25,900,mold-breaker sharpness ,"When Veluza discards unnecessary flesh, its mind becomes honed and its psychic power increases. The spare flesh has a mild but delicious flavor."
977,dondozo,ordinary,generation-ix,nothing,water,None,150,100,115,65,65,35,530,120,2200,unaware oblivious water-veil ,"This Pokémon is a glutton, but it’s bad at getting food. It teams up with a Tatsugiri to catch prey."
978,tatsugiri,ordinary,generation-ix,nothing,dragon,water,68,50,60,120,95,82,475,3,80,commander storm-drain ,This is a small dragon Pokémon. It lives inside the mouth of Dondozo to protect itself from enemies on the outside.
979,annihilape,ordinary,generation-ix,primeape,fighting,ghost,110,115,80,50,90,90,535,12,560,vital-spirit inner-focus defiant ,"When its anger rose beyond a critical point, this Pokémon gained power that is unfettered by the limits of its physical body."
980,clodsire,ordinary,generation-ix,wooper,poison,ground,130,75,60,45,100,20,430,18,2230,poison-point water-absorb unaware ,"When attacked, this Pokémon will retaliate by sticking thick spines out from its body. It’s a risky move that puts everything on the line."
981,farigiraf,ordinary,generation-ix,girafarig,normal,psychic,120,90,70,110,70,60,520,32,1600,cud-chew armor-tail sap-sipper ,"Now that the brain waves from the head and tail are synced up, the psychic power of this Pokémon is 10 times stronger than Girafarig’s."
982,dudunsparce,ordinary,generation-ix,dunsparce,normal,None,125,100,80,85,75,55,520,36,392,serene-grace run-away rattled ,This Pokémon uses its hard tail to make its nest by boring holes into bedrock deep underground. The nest can reach lengths of over six miles.
983,kingambit,ordinary,generation-ix,bisharp,dark,steel,100,135,120,60,85,50,550,20,1200,defiant supreme-overlord pressure ,Only a Bisharp that stands above all others in its vast army can evolve into Kingambit.
984,great-tusk,ordinary,generation-ix,nothing,ground,fighting,115,131,131,53,53,87,570,22,3200,protosynthesis protosynthesis ,Sightings of this Pokémon have occurred in recent years. The name Great Tusk was taken from a creature listed in a certain book.
985,scream-tail,ordinary,generation-ix,nothing,fairy,psychic,115,65,99,65,115,111,570,12,80,protosynthesis protosynthesis ,There has been only one reported sighting of this Pokémon. It resembles a mysterious creature depicted in an old expedition journal.
986,brute-bonnet,ordinary,generation-ix,nothing,grass,dark,111,127,99,79,99,55,570,12,210,protosynthesis protosynthesis ,It is possible that the creature listed as Brute Bonnet in a certain book could actually be this Pokémon.
987,flutter-mane,ordinary,generation-ix,nothing,ghost,fairy,55,55,55,135,135,135,570,14,40,protosynthesis protosynthesis ,"This Pokémon has characteristics similar to those of Flutter Mane, a creature mentioned in a certain book."
988,slither-wing,ordinary,generation-ix,nothing,bug,fighting,85,135,79,85,105,81,570,32,920,protosynthesis protosynthesis ,This mysterious Pokémon has some similarities to a creature that an old book introduced as Slither Wing.
989,sandy-shocks,ordinary,generation-ix,nothing,electric,ground,85,81,97,121,85,101,570,23,600,protosynthesis protosynthesis ,"No records exist of this Pokémon being caught. Data is lacking, but the Pokémon’s traits match up with a creature shown in an expedition journal."
990,iron-treads,ordinary,generation-ix,nothing,ground,steel,90,112,120,72,70,106,570,9,2400,quark-drive quark-drive ,This Pokémon closely resembles a scientific weapon that a paranormal magazine claimed was sent to this planet by aliens.
991,iron-bundle,ordinary,generation-ix,nothing,ice,water,56,80,114,124,60,136,570,6,110,quark-drive quark-drive ,Its shape is similar to a robot featured in a paranormal magazine article. The robot was said to have been created by an ancient civilization.
992,iron-hands,ordinary,generation-ix,nothing,fighting,electric,154,140,108,50,68,50,570,18,3807,quark-drive quark-drive ,It is very similar to a cyborg covered exclusively by a paranormal magazine. The cyborg was said to be the modified form of a certain athlete.
993,iron-jugulis,ordinary,generation-ix,nothing,dark,flying,94,80,86,122,80,108,570,13,1110,quark-drive quark-drive ,"It resembles a certain Pokémon introduced in a paranormal magazine, described as the offspring of a Hydreigon that fell in love with a robot."
994,iron-moth,ordinary,generation-ix,nothing,fire,poison,80,70,60,140,110,110,570,12,360,quark-drive quark-drive ,This Pokémon resembles an unknown object described in a paranormal magazine as a UFO sent to observe humanity.
